event_type,event_type_slug,instrumented_commit,instrumented_pr,instrumented_date,instrumented_author_email,retired_commit,retired_pr,retired_date,retired_author_email,last_code_change_date,call_site_count,call_site_retired_date,updated_at
Contacts - List Wizard Name Viewed,contacts_list_wizard_name_viewed,07933cd077828e68440067f9dadf5dd5c668390d,https://github.com/thegoodparty/omni/pull/959,2026-07-22,tomer@goodparty.org,,,,,2026-07-22,1,,2026-07-27T12:04:25
Contacts - Outreach Timeline Viewed,contacts_outreach_timeline_viewed,89f97d0c41382d4c48e72db3ffe591be4694d12a,https://github.com/thegoodparty/omni/pull/194,2026-06-17,52380560+tomer-tgp@users.noreply.github.com,,,,,2026-06-17,1,,2026-06-30T20:12:33
Contacts - Segment Created,contacts_segment_created,e54c02097e3c70880d05b8a7479f7889f87cdd99,https://github.com/thegoodparty/omni/pull/958,2025-09-14,tomer@goodparty.org,,,,,2025-09-14,2,,2026-06-30T20:12:33
Contacts - Segment Deleted,contacts_segment_deleted,e54c02097e3c70880d05b8a7479f7889f87cdd99,https://github.com/thegoodparty/omni/pull/958,2025-09-14,tomer@goodparty.org,,,,,2025-09-14,2,,2026-06-30T20:12:33
Contacts - Segment Updated,contacts_segment_updated,e54c02097e3c70880d05b8a7479f7889f87cdd99,https://github.com/thegoodparty/omni/pull/958,2025-09-14,tomer@goodparty.org,,,,,2025-09-14,2,,2026-06-30T20:12:33
Contacts - Segment Viewed,contacts_segment_viewed,e54c02097e3c70880d05b8a7479f7889f87cdd99,https://github.com/thegoodparty/omni/pull/958,2025-09-14,tomer@goodparty.org,,,,,2025-09-14,2,,2026-06-30T20:12:33
Content Builder - Editor: Click Copy,content_builder_editor_click_copy,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Click Delete,content_builder_editor_click_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Click Regenerate,content_builder_editor_click_regenerate,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Click Rename,content_builder_editor_click_rename,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Click Translate,content_builder_editor_click_translate,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Open Kebab Menu,content_builder_editor_open_kebab_menu,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Open Version Picker,content_builder_editor_open_version_picker,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Select Version,content_builder_editor_select_version,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Submit Regenerate,content_builder_editor_submit_regenerate,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder - Editor: Submit Translate,content_builder_editor_submit_translate,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Click Content,content_builder_click_content,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Click Continue Questions,content_builder_click_continue_questions,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Click Generate,content_builder_click_generate,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Close Additional Inputs,content_builder_close_additional_inputs,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Generation Completed,content_builder_generation_completed,3968af2dffa446ff83c6625da709ebb45c5ef31e,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Generation Started,content_builder_generation_started,a52bc1af5ee58f5b2492165ff4d973a76cf4db8b,https://github.com/thegoodparty/omni/pull/457,2025-08-19,lurchbulldog@gmail.com,,,,,2025-08-19,,,2026-06-30T20:12:33
Content Builder: Select Template,content_builder_select_template,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Content Builder: Submit Additional Inputs,content_builder_submit_additional_inputs,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Custom Voter file created,custom_voter_file_created,93fabd843cdc5e60795b99327819517c76426f3a,,2024-06-07,tomer@goodparty.org,e8ff914684d44730c937d55ce128e81b57f3d0af,https://github.com/thegoodparty/omni/pull/886,2026-07-20,tomer@goodparty.org,2026-07-20,,,2026-07-27T12:04:25
Daily Ad Metrics,daily_ad_metrics,,,,,,,,,,,,2026-06-30T20:12:33
Dashboard - Campaign Plan Generation Completed,dashboard_campaign_plan_generation_completed,f428f0fcfe56bfbf293ead4ed896393bd2a7bb15,,2026-04-01,5633757+dealvz@users.noreply.github.com,,,,,2026-04-01,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan Task CTA Clicked,dashboard_campaign_plan_task_cta_clicked,f428f0fcfe56bfbf293ead4ed896393bd2a7bb15,,2026-04-01,5633757+dealvz@users.noreply.github.com,,,,,2026-04-01,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan View Mode Toggled,dashboard_campaign_plan_view_mode_toggled,99a9be2e39794c5d3eaeb2b897be4eea422ecc92,https://github.com/thegoodparty/omni/pull/1720,2026-04-17,tomer@goodparty.org,,,,,2026-04-17,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan Viewed,dashboard_campaign_plan_viewed,f428f0fcfe56bfbf293ead4ed896393bd2a7bb15,,2026-04-01,5633757+dealvz@users.noreply.github.com,,,,,2026-04-01,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan Week Navigated,dashboard_campaign_plan_week_navigated,f428f0fcfe56bfbf293ead4ed896393bd2a7bb15,,2026-04-01,5633757+dealvz@users.noreply.github.com,,,,,2026-04-01,2,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Campaign Manager Clicked,dashboard_campaign_plan_campaign_manager_clicked,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Community Events Displayed,dashboard_campaign_plan_community_events_displayed,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Dashboard - Campaign Plan: Community Events Requested,dashboard_campaign_plan_community_events_requested,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Dashboard - Campaign Plan: Community Events Results Received,dashboard_campaign_plan_community_events_results_received,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Dashboard - Campaign Plan: Media Displayed,dashboard_campaign_plan_media_displayed,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Media Requested,dashboard_campaign_plan_media_requested,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Media Results Received,dashboard_campaign_plan_media_results_received,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Plan Downloaded,dashboard_campaign_plan_plan_downloaded,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Plan Shared,dashboard_campaign_plan_plan_shared,3ca192ba46e2cb82bcf8e84ee0ebce7fe856793a,https://github.com/thegoodparty/omni/pull/171,2026-06-16,tristan@goodparty.org,,,,,2026-06-16,1,,2026-07-13T17:19:23
Dashboard - Campaign Plan: Strategic Landscape Displayed,dashboard_campaign_plan_strategic_landscape_displayed,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Strategic Landscape Requested,dashboard_campaign_plan_strategic_landscape_requested,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Plan: Strategic Landscape Results Received,dashboard_campaign_plan_strategic_landscape_results_received,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Dashboard - Campaign Task Status Updated,dashboard_campaign_task_status_updated,f428f0fcfe56bfbf293ead4ed896393bd2a7bb15,,2026-04-01,5633757+dealvz@users.noreply.github.com,,,,,2026-04-01,1,,2026-06-30T20:12:33
Dashboard - Candidate Dashboard Viewed,dashboard_candidate_dashboard_viewed,703131cfff639170bd836b12c6d00c13e1fc1432,https://github.com/thegoodparty/omni/pull/708,2025-06-18,145415012+oakinh@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Dashboard - Path to Victory: Exit Understand Path to Victory,dashboard_path_to_victory_exit_understand_path_to_victory,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Dictation - Failed,dictation_failed,7cc460d363f30daec789a6ecbd7566ce8bbbcb81,https://github.com/thegoodparty/omni/pull/1056,2026-07-28,swain.molster@gmail.com,,,,,2026-07-28,,,2026-07-28T22:45:44
Dictation - Started,dictation_started,7cc460d363f30daec789a6ecbd7566ce8bbbcb81,https://github.com/thegoodparty/omni/pull/1056,2026-07-28,swain.molster@gmail.com,,,,,2026-07-28,,,2026-07-28T22:45:44
Download Voter File Failure,download_voter_file_failure,66519ef3b964345000414bc3cb8b3e1b71e1e8fd,,2024-07-10,tomer@goodparty.org,e8ff914684d44730c937d55ce128e81b57f3d0af,https://github.com/thegoodparty/omni/pull/886,2026-07-20,tomer@goodparty.org,2026-07-20,,,2026-07-27T12:04:25
Download Voter File Success,download_voter_file_success,66519ef3b964345000414bc3cb8b3e1b71e1e8fd,,2024-07-10,tomer@goodparty.org,e8ff914684d44730c937d55ce128e81b57f3d0af,https://github.com/thegoodparty/omni/pull/886,2026-07-20,tomer@goodparty.org,2026-07-20,,,2026-07-27T12:04:25
Download Voter File attempt,download_voter_file_attempt,66519ef3b964345000414bc3cb8b3e1b71e1e8fd,,2024-07-10,tomer@goodparty.org,e8ff914684d44730c937d55ce128e81b57f3d0af,https://github.com/thegoodparty/omni/pull/886,2026-07-20,tomer@goodparty.org,2026-07-20,,,2026-07-27T12:04:25
Experiment Viewed,experiment_viewed,,,,,,,,,,,,2026-06-30T20:12:33
Invalid Party,invalid_party,f4290f167ee16aaaed0299d64c48ae8a3452eeb3,,2024-06-13,tomer@goodparty.org,85954771b6d545e35af77bf5ca3ae86e9cbdb80d,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,2026-05-05,,,2026-06-30T20:12:33
Navigation - Dashboard: Click AI Assistant,navigation_dashboard_click_ai_assistant,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,1a56730282e3effe99704f71b79ac9d6a7204c78,https://github.com/thegoodparty/omni/pull/1033,2026-07-27,5633757+dealvz@users.noreply.github.com,2026-07-27,,,2026-07-28T22:45:44
Navigation - Dashboard: Click Briefings,navigation_dashboard_click_briefings,78fc2e5a4d266437bd11d674cc5a10c5c841a44d,https://github.com/thegoodparty/omni/pull/1683,2026-04-09,stephtea@users.noreply.github.com,,,,,2026-04-09,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Campaign Plan,navigation_dashboard_click_campaign_plan,cf6bb487eb93a12b82b9ed9191693db58f3810f4,https://github.com/thegoodparty/omni/pull/54,2026-06-10,6290668+feliksalbright@users.noreply.github.com,,,,,2026-06-10,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Community,navigation_dashboard_click_community,ab19165b23e99ec39c1dbe8feef281ba6d1bc284,https://github.com/thegoodparty/omni/pull/576,2025-04-03,tomer@goodparty.org,,,,,2025-04-03,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Community Issues,navigation_dashboard_click_community_issues,f59a02ee308f8df11272dbd06c5e519b14abf96f,https://github.com/thegoodparty/omni/pull/246,2026-06-19,swain.molster@gmail.com,,,,,2026-06-19,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Contacts,navigation_dashboard_click_contacts,b54392a3217e2e427dc5c39f86b98d70a94289c0,https://github.com/thegoodparty/omni/pull/938,2025-09-04,tomer@goodparty.org,,,,,2025-09-04,2,,2026-06-30T20:12:33
Navigation - Dashboard: Click Content Builder,navigation_dashboard_click_content_builder,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Dashboard,navigation_dashboard_click_dashboard,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Door Knocking,navigation_dashboard_click_door_knocking,27bef878da7c3238d22d65e27e4b37afee213ed7,https://github.com/thegoodparty/omni/pull/522,2025-03-09,tomer@goodparty.org,,,,,2025-03-09,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Free Resources,navigation_dashboard_click_free_resources,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,4e16c164e0a629ba6c5ea08b302c880de1df2b5c,https://github.com/thegoodparty/omni/pull/1040,2025-10-14,lurchbulldog@gmail.com,2025-10-14,,,2026-06-30T20:12:33
Navigation - Dashboard: Click Issues,navigation_dashboard_click_issues,d4a6c5feef4c178a4619e51f79c3090c9191e7dd,https://github.com/thegoodparty/omni/pull/733,2025-07-01,tomeralmog@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Navigation - Dashboard: Click My Profile,navigation_dashboard_click_my_profile,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,2,,2026-06-30T20:12:33
Navigation - Dashboard: Click Polls,navigation_dashboard_click_polls,405a687410467f5dc4b89616f282135384a421e8,,2025-10-08,tomer@goodparty.org,,,,,2025-10-08,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Resources,navigation_dashboard_click_resources,4e16c164e0a629ba6c5ea08b302c880de1df2b5c,https://github.com/thegoodparty/omni/pull/1040,2025-10-14,lurchbulldog@gmail.com,3f6a11a2d717831603f3640b481d6ce9ca6c6698,https://github.com/thegoodparty/omni/pull/1459,2026-02-23,patrick@goodparty.org,2026-02-23,,,2026-06-30T20:12:33
Navigation - Dashboard: Click Text Messaging,navigation_dashboard_click_text_messaging,fdf692bfb6171d2436153dff317c995684c94770,,2025-03-22,tomer@goodparty.org,70a5c952c7fc6b985b062d1b7d9ceb8707bc7dd5,https://github.com/thegoodparty/omni/pull/923,2025-08-27,tomer@goodparty.org,2025-08-27,,,2026-06-30T20:12:33
Navigation - Dashboard: Click Voter Data,navigation_dashboard_click_voter_data,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,0,2026-07-20,2026-06-30T20:12:33
Navigation - Dashboard: Click Voter Outreach,navigation_dashboard_click_voter_outreach,2a9e9929d18f38be852ff8233c76f644cfc6bff6,https://github.com/thegoodparty/omni/pull/900,2025-08-20,hanson.justinw@gmail.com,,,,,2025-08-20,1,,2026-06-30T20:12:33
Navigation - Dashboard: Click Website,navigation_dashboard_click_website,9b740f9d306dba90477c9d2860876585bce07ea4,,2025-06-19,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Navigation - Top - Avatar Dropdown: Close Dropdown,navigation_top_avatar_dropdown_close_dropdown,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation - Top: Click Avatar Dropdown,navigation_top_click_avatar_dropdown,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation - Top: Click Logo,navigation_top_click_logo,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation Top - Avatar Dropdown: Click Logout,navigation_top_avatar_dropdown_click_logout,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Navigation Top - Avatar Dropdown: Click Profile,navigation_top_avatar_dropdown_click_profile,a747931b6d3aa7b74f3b331bf53c423d81b641ad,https://github.com/thegoodparty/omni/pull/1524,2026-04-16,52380560+tomer-tgp@users.noreply.github.com,,,,,2026-04-16,1,,2026-06-30T20:12:33
Navigation Top - Avatar Dropdown: Click Settings,navigation_top_avatar_dropdown_click_settings,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Newsletter Form Submitted,newsletter_form_submitted,,,,,,,,,,,,2026-06-30T20:12:33
Onboarding - Ballot Status Completed,onboarding_ballot_status_completed,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Candidate Affiliation Completed,onboarding_candidate_affiliation_completed,a91befe9f1d10ad7c1319b0066b2f2a8035d8d70,https://github.com/thegoodparty/omni/pull/920,2025-09-17,145415012+oakinh@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Candidate Office Completed,onboarding_candidate_office_completed,b03a053aa73e223181f07083df44be9d819bfc7f,https://github.com/thegoodparty/omni/pull/710,2025-06-23,145415012+oakinh@users.noreply.github.com,,,,,2025-06-23,3,,2026-06-30T20:12:33
Onboarding - Candidate Office Searched,onboarding_candidate_office_searched,b03a053aa73e223181f07083df44be9d819bfc7f,https://github.com/thegoodparty/omni/pull/710,2025-06-23,145415012+oakinh@users.noreply.github.com,,,,,2025-06-23,1,,2026-06-30T20:12:33
Onboarding - Candidate Pledge Completed,onboarding_candidate_pledge_completed,a91befe9f1d10ad7c1319b0066b2f2a8035d8d70,https://github.com/thegoodparty/omni/pull/920,2025-09-17,145415012+oakinh@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Complete Step: Click Go to Dashboard,onboarding_complete_step_click_go_to_dashboard,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Know Your Voters Completed,onboarding_know_your_voters_completed,712fb71051988420909b538f89ea4da4703c1b8b,https://github.com/thegoodparty/omni/pull/1804,2026-05-07,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Magic Link Clicked,onboarding_magic_link_clicked,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,2,,2026-06-30T20:12:33
Onboarding - Magic Link Sent,onboarding_magic_link_sent,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,,,2026-06-30T20:12:33
Onboarding - Office Selection Completed,onboarding_office_selection_completed,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Office Step: Click Can't See Office,onboarding_office_step_click_cant_see_office,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Onboarding - Office Step: Click Next,onboarding_office_step_click_next,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Onboarding - Office Step: Office Selected,onboarding_office_step_office_selected,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Onboarding - Party Selection Completed,onboarding_party_selection_completed,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Party Step: Click Submit,onboarding_party_step_click_submit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Path To Victory Completed,onboarding_path_to_victory_completed,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Path To Victory Errored,onboarding_path_to_victory_errored,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Path To Victory Updated,onboarding_path_to_victory_updated,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Pledge Completed,onboarding_pledge_completed,37bdbd6185ef7e74127482d6f2c69943a0fc2bfc,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Pledge Step: Click Ask a Question,onboarding_pledge_step_click_ask_a_question,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Pledge Step: Click Submit,onboarding_pledge_step_click_submit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Onboarding - Registration Completed,onboarding_registration_completed,703131cfff639170bd836b12c6d00c13e1fc1432,https://github.com/thegoodparty/omni/pull/708,2025-06-18,145415012+oakinh@users.noreply.github.com,,,,,2025-06-18,1,,2026-06-30T20:12:33
Onboarding - User Created,onboarding_user_created,ac3e04fb428f001d0ab7bcc471c5c85ef726e2b5,https://github.com/thegoodparty/omni/pull/319,2025-06-27,145415012+oakinh@users.noreply.github.com,,,,,2025-06-27,,,2026-06-30T20:12:33
